query_name,optimization_time_(ms),est_cost,true_cost,plan,physical_plan
22a,1.0968,69441.40000000001,69441.40000000001,it2-mi_idx mc-mi_idx ct-mc cn-mc mc-mi it1-mi mc-t kt-t mc-mk k-mk,HJ-mi_idx-it2 INL-mc-it2 mi_idx HJ-it2 mc mi_idx-ct INL-cn-ct it2 mc mi_idx INL-mi-cn ct it2 mc mi_idx HJ-cn ct it2 mc mi mi_idx-it1 INL-t-cn ct it1 it2 mc mi mi_idx HJ-cn ct it1 it2 mc mi mi_idx t-kt INL-mk-cn ct it1 it2 kt mc mi mi_idx t HJ-cn ct it1 it2 kt mc mi mi_idx mk t-k
22b,1.10341,68701.00000000001,68701.00000000001,it2-mi_idx mc-mi_idx ct-mc cn-mc mc-mi it1-mi mc-t kt-t mc-mk k-mk,HJ-mi_idx-it2 INL-mc-it2 mi_idx HJ-it2 mc mi_idx-ct INL-cn-ct it2 mc mi_idx INL-mi-cn ct it2 mc mi_idx HJ-cn ct it2 mc mi mi_idx-it1 INL-t-cn ct it1 it2 mc mi mi_idx INL-kt-cn ct it1 it2 mc mi mi_idx t INL-mk-cn ct it1 it2 kt mc mi mi_idx t HJ-cn ct it1 it2 kt mc mi mi_idx mk t-k
22c,1.0632,14001.4,14001.4,it2-mi_idx mc-mi_idx ct-mc cn-mc mc-t kt-t mc-mi it1-mi mc-mk k-mk,HJ-mi_idx-it2 INL-mc-it2 mi_idx HJ-it2 mc mi_idx-ct INL-cn-ct it2 mc mi_idx INL-t-cn ct it2 mc mi_idx HJ-cn ct it2 mc mi_idx t-kt INL-mi-cn ct it2 kt mc mi_idx t HJ-cn ct it2 kt mc mi mi_idx t-it1 INL-mk-cn ct it1 it2 kt mc mi mi_idx t HJ-cn ct it1 it2 kt mc mi mi_idx mk t-k
22d,1.0888399999999998,76027.40000000001,76027.40000000001,it2-mi_idx mi-mi_idx it1-mi mi-t kt-t mc-mi ct-mc cn-mc mc-mk k-mk,HJ-mi_idx-it2 INL-mi-it2 mi_idx HJ-it2 mi mi_idx-it1 INL-t-it1 it2 mi mi_idx HJ-it1 it2 mi mi_idx t-kt INL-mc-it1 it2 kt mi mi_idx t HJ-it1 it2 kt mc mi mi_idx t-ct INL-cn-ct it1 it2 kt mc mi mi_idx t INL-mk-cn ct it1 it2 kt mc mi mi_idx t HJ-cn ct it1 it2 kt mc mi mi_idx mk t-k
23a,1.0939999999999999,8239.0,8239.0,it-mi cc-mi cc-cct cc-t kt-t cc-mc ct-mc cn-mc cc-mk k-mk,HJ-mi-it INL-cc-it mi HJ-cc it mi-cct INL-t-cc cct it mi HJ-cc cct it mi t-kt INL-mc-cc cct it kt mi t HJ-cc cct it kt mc mi t-ct INL-cn-cc cct ct it kt mc mi t INL-mk-cc cct cn ct it kt mc mi t INL-k-cc cct cn ct it kt mc mi mk t
23b,1.0965699999999998,6982.4,6982.4,it-mi cc-mi cc-cct cc-t kt-t cc-mc ct-mc cn-mc cc-mk k-mk,HJ-mi-it INL-cc-it mi HJ-cc it mi-cct INL-t-cc cct it mi HJ-cc cct it mi t-kt INL-mc-cc cct it kt mi t HJ-cc cct it kt mc mi t-ct INL-cn-cc cct ct it kt mc mi t INL-mk-cc cct cn ct it kt mc mi t HJ-cc cct cn ct it kt mc mi mk t-k
23c,1.0403099999999998,8288.6,8288.6,it-mi cc-mi cc-cct cc-t kt-t cc-mc ct-mc cn-mc cc-mk k-mk,HJ-mi-it INL-cc-it mi HJ-cc it mi-cct INL-t-cc cct it mi HJ-cc cct it mi t-kt INL-mc-cc cct it kt mi t HJ-cc cct it kt mc mi t-ct INL-cn-cc cct ct it kt mc mi t INL-mk-cc cct cn ct it kt mc mi t INL-k-cc cct cn ct it kt mc mi mk t
24a,1.62203,349833.60000000003,349833.60000000003,n-ci rt-ci chn-ci t-ci an-n mi-ci it-mi mc-ci cn-mc mk-ci k-mk,HJ-ci-n HJ-ci n-rt INL-chn-ci n rt INL-t-chn ci n rt INL-an-chn ci n rt t INL-mi-an chn ci n rt t HJ-an chn ci mi n rt t-it INL-mc-an chn ci it mi n rt t INL-cn-an chn ci it mc mi n rt t INL-mk-an chn ci cn it mc mi n rt t HJ-an chn ci cn it mc mi mk n rt t-k
24b,1.6494,62525.19999999999,62525.19999999999,t-mi it-mi mc-t cn-mc ci-t rt-ci n-ci chn-ci an-ci mk-t k-mk,HJ-mi-t HJ-mi t-it INL-mc-it mi t HJ-it mc mi t-cn INL-ci-cn it mc mi t HJ-ci cn it mc mi t-rt INL-n-ci cn it mc mi rt t INL-chn-ci cn it mc mi n rt t INL-an-chn ci cn it mc mi n rt t INL-mk-an chn ci cn it mc mi n rt t HJ-an chn ci cn it mc mi mk n rt t-k
25a,1.08949,441289.60000000003,441289.60000000003,it1-mi ci-mi ci-n ci-t ci-mi_idx it2-mi_idx ci-mk k-mk,HJ-mi-it1 INL-ci-it1 mi INL-n-ci it1 mi INL-t-ci it1 mi n INL-mi_idx-ci it1 mi n t HJ-ci it1 mi mi_idx n t-it2 INL-mk-ci it1 it2 mi mi_idx n t HJ-ci it1 it2 mi mi_idx mk n t-k
25b,1.0478100000000001,6462.2,6462.2,mi-t it1-mi ci-mi ci-mi_idx it2-mi_idx ci-n ci-mk k-mk,HJ-mi-t HJ-mi t-it1 INL-ci-it1 mi t INL-mi_idx-ci it1 mi t HJ-ci it1 mi mi_idx t-it2 INL-n-ci it1 it2 mi mi_idx t INL-mk-ci it1 it2 mi mi_idx n t HJ-ci it1 it2 mi mi_idx mk n t-k
25c,1.0641500000000002,1541654.7999999998,1541654.7999999998,k-mk ci-mk ci-n ci-t ci-mi it1-mi ci-mi_idx it2-mi_idx,HJ-mk-k INL-ci-k mk INL-n-ci k mk INL-t-ci k mk n INL-mi-ci k mk n t HJ-ci k mi mk n t-it1 INL-mi_idx-ci it1 k mi mk n t HJ-ci it1 k mi mi_idx mk n t-it2
