query_name,est_cost,true_cost,plan,physical_plan
4b,905313.0000000001,917934.0,k-mk mi_idx-mk t-mk it-mi_idx,HJ-mk-k HJ-k mk-mi_idx INL-t-k mi_idx mk INL-k mi_idx mk t-it
4b,19.6,1036.2,it-mi_idx t-mi_idx mk-mi_idx k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t INL-k-it mi_idx mk t
4c,149.20000000000002,358570.00000000006,t-mi_idx it-mi_idx mk-t k-mk,INL-t-mi_idx HJ-mi_idx t-it INL-mk-it mi_idx t HJ-k-it mi_idx mk t
4c,6127177.6,5755808.000000001,t-mk k-mk mi_idx-t it-mi_idx,HJ-mk-t HJ-mk t-k HJ-k mk t-mi_idx INL-k mi_idx mk t-it
4c,1116.2,914105.6,mk-mi_idx it-mi_idx k-mk t-mk,INL-mk-mi_idx HJ-mi_idx mk-it HJ-k-it mi_idx mk INL-t-it k mi_idx mk
4c,905313.0000000001,919404.6,k-mk mi_idx-mk t-mk it-mi_idx,HJ-mk-k HJ-k mk-mi_idx INL-t-k mi_idx mk INL-k mi_idx mk t-it
4c,37.2,9295.6,it-mi_idx t-mi_idx mk-mi_idx k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-k-it mi_idx mk t
5a,432012.39999999997,628770.2,t-mi it-mi mc-t ct-mc,INL-t-mi HJ-mi t-it INL-mc-it mi t HJ-it mc mi t-ct
5a,1175091.8000000003,2014985.2,t-mc ct-mc mi-t it-mi,HJ-t-mc HJ-mc t-ct HJ-mi-ct mc t HJ-ct mc mi t-it
5a,413275.39999999997,688252.2,mc-mi ct-mc it-mi t-mc,INL-mc-mi HJ-mc mi-ct HJ-ct mc mi-it INL-t-ct it mc mi
5a,505466.0,665429.2,ct-mc mi-mc it-mi t-mc,HJ-mc-ct HJ-ct mc-mi HJ-ct mc mi-it INL-t-ct it mc mi
5a,504576.4,637636.2,it-mi t-mi mc-mi ct-mc,HJ-mi-it INL-t-it mi INL-mc-it mi t HJ-it mc mi t-ct
5b,919047.2,910184.9999999999,t-mi it-mi mc-t ct-mc,HJ-mi-t HJ-mi t-it HJ-mc-it mi t HJ-it mc mi t-ct
5b,276992.4,589407.3999999999,t-mc ct-mc mi-t it-mi,HJ-t-mc HJ-mc t-ct INL-mi-ct mc t HJ-ct mc mi t-it
5b,580055.2,994213.7999999999,mc-mi ct-mc it-mi t-mc,HJ-mi-mc HJ-mc mi-ct HJ-ct mc mi-it INL-t-ct it mc mi
5b,140420.4,92478.20000000001,ct-mc t-mc mi-mc it-mi,HJ-mc-ct INL-t-ct mc INL-mi-ct mc t HJ-ct mc mi t-it
5b,1118766.2,1546301.8,it-mi mc-mi ct-mc t-mi,HJ-mi-it HJ-it mi-mc HJ-it mc mi-ct INL-t-ct it mc mi
5c,2010654.8,2129798.2,t-mi mc-t ct-mc it-mi,INL-t-mi HJ-mi t-mc HJ-mc mi t-ct HJ-ct mc mi t-it
5c,546288.4,813167.7999999999,t-mc ct-mc mi-t it-mi,INL-t-mc HJ-mc t-ct INL-mi-ct mc t HJ-ct mc mi t-it
5c,859104.7999999999,793911.7999999999,mc-mi ct-mc it-mi t-mc,HJ-mi-mc HJ-mc mi-ct HJ-ct mc mi-it INL-t-ct it mc mi
5c,298017.39999999997,63859.4,ct-mc t-mc mi-mc it-mi,HJ-mc-ct INL-t-ct mc INL-mi-ct mc t HJ-ct mc mi t-it
5c,1493970.8,1499887.8,it-mi mc-mi ct-mc t-mi,HJ-mi-it HJ-it mi-mc HJ-it mc mi-ct INL-t-ct it mc mi
6a,905543.6000000001,907285.6000000001,k-mk t-mk ci-mk n-ci,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-n-ci k mk t
6a,2090423.5999999999,1676787.8,t-mk k-mk ci-t n-ci,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-n-ci k mk t
6a,13413363.4,13656556.6,t-ci n-ci mk-t k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6a,175735348.4,228444325.4,ci-mk k-mk n-ci t-ci,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-n INL-t-ci k mk n
6a,7265368.4,7252724.4,n-ci t-ci mk-ci k-mk,HJ-ci-n INL-t-ci n INL-mk-ci n t HJ-ci mk n t-k
6b,905103.0000000001,941685.6000000001,k-mk t-mk ci-mk n-ci,HJ-mk-k HJ-k mk-t INL-ci-k mk t INL-n-ci k mk t
6b,904881.0,907191.6000000001,t-mk k-mk ci-t n-ci,HJ-mk-t HJ-mk t-k INL-ci-k mk t INL-n-ci k mk t
6b,7249763.600000001,7252556.4,t-ci n-ci mk-t k-mk,HJ-ci-t HJ-n-ci t INL-mk-ci n t INL-k-ci mk n t
6b,175735414.8,228457215.4,ci-mk t-ci k-mk n-ci,HJ-ci-mk HJ-ci mk-t HJ-ci mk t-k INL-n-ci k mk t
6b,7253033.600000001,7249943.399999999,n-ci t-ci mk-ci k-mk,HJ-ci-n HJ-ci n-t INL-mk-ci n t INL-k-ci mk n t
6c,904858.6000000001,904899.6000000001,k-mk t-mk ci-mk n-ci,HJ-mk-k HJ-k mk-t INL-ci-k mk t INL-n-ci k mk t
6c,904872.6,906439.2000000001,t-mk k-mk ci-t n-ci,HJ-mk-t HJ-mk t-k INL-ci-k mk t INL-n-ci k mk t
6c,7249763.600000001,7252538.000000001,t-ci n-ci mk-t k-mk,HJ-ci-t HJ-n-ci t INL-mk-ci n t INL-ci mk n t-k
6c,175734880.4,228444868.0,ci-mk k-mk t-ci n-ci,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-t INL-n-ci k mk t
6c,7253033.600000001,7249925.0,n-ci t-ci mk-ci k-mk,HJ-ci-n HJ-ci n-t INL-mk-ci n t INL-ci mk n t-k
6d,916707.0000000001,2582484.0,k-mk t-mk ci-mk n-ci,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6d,5036055.8,6118128.6,t-mk k-mk ci-t n-ci,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6d,28680783.6,30252142.4,t-ci n-ci mk-t k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6d,175743863.8,230007714.8,ci-mk k-mk n-ci t-ci,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-n INL-t-ci k mk n
6d,7278048.8,7260830.8,n-ci t-ci mk-ci k-mk,HJ-ci-n INL-t-ci n INL-mk-ci n t HJ-ci mk n t-k
6e,906714.6000000001,907285.6000000001,k-mk t-mk ci-mk n-ci,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6e,5026643.4,4535378.2,t-mk k-mk ci-t n-ci,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6e,28680775.2,30252051.999999996,t-ci n-ci mk-t k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6e,175735348.4,228444325.4,ci-mk k-mk n-ci t-ci,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-n INL-t-ci k mk n
6e,7278040.4,7260740.4,n-ci t-ci mk-ci k-mk,HJ-ci-n INL-t-ci n INL-mk-ci n t HJ-ci mk n t-k
6f,926805.6000000001,4153347.6,k-mk t-mk ci-mk n-ci,HJ-mk-k INL-t-k mk INL-ci-k mk t INL-n-ci k mk t
6f,5046154.399999999,7688992.199999999,t-mk k-mk ci-t n-ci,HJ-mk-t HJ-mk t-k INL-ci-k mk t INL-n-ci k mk t
6f,147739376.4,176973886.2,t-ci n-ci mk-t k-mk,HJ-ci-t HJ-ci t-n HJ-ci n t-mk HJ-ci mk n t-k
6f,175773404.4,234021551.0,ci-mk k-mk t-ci n-ci,HJ-ci-mk HJ-ci mk-k INL-t-ci k mk INL-n-ci k mk t
6f,164225980.4,191883510.2,n-ci t-ci mk-ci k-mk,HJ-ci-n HJ-ci n-t HJ-ci n t-mk HJ-ci mk n t-k
8a,223262.0,220879.00000000003,an-n ci-an rt-ci t-ci mc-ci cn-mc,INL-an-n INL-ci-an n HJ-an ci n-rt INL-t-an ci n rt INL-mc-an ci n rt t INL-cn-an ci mc n rt t
8a,120344.0,46823.399999999994,n-ci rt-ci t-ci mc-ci cn-mc an-n,HJ-ci-n HJ-ci n-rt INL-t-ci n rt INL-mc-ci n rt t INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,710943.4,809435.2,ci-t rt-ci mc-ci n-ci cn-mc an-ci,HJ-t-ci HJ-ci t-rt HJ-mc-ci rt t INL-n-ci mc rt t INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,61099.8,775434.6,t-mc cn-mc ci-t rt-ci n-ci an-ci,INL-t-mc HJ-mc t-cn INL-ci-cn mc t HJ-ci cn mc t-rt INL-n-ci cn mc rt t INL-an-ci cn mc n rt t
8a,14751.800000000001,186854.2,mc-cn ci-mc rt-ci t-mc n-ci an-ci,HJ-mc-cn INL-ci-cn mc HJ-ci cn mc-rt INL-t-ci cn mc rt INL-n-ci cn mc rt t INL-an-ci cn mc n rt t
8a,26598.0,132646.80000000002,ci-rt mc-ci t-ci n-ci cn-mc an-ci,INL-ci-rt HJ-mc-ci rt INL-t-ci mc rt INL-n-ci mc rt t INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,451945.0,734129.7999999999,an-ci rt-ci mc-ci cn-mc t-ci n-an,INL-an-ci HJ-an ci-rt HJ-mc-an ci rt INL-cn-an ci mc rt INL-t-an ci cn mc rt INL-n-an ci cn mc rt t
8a,47187.0,146399.8,ci-mc rt-ci cn-mc t-ci n-ci an-ci,HJ-ci-mc HJ-ci mc-rt INL-cn-ci mc rt INL-t-ci cn mc rt INL-n-ci cn mc rt t INL-an-ci cn mc n rt t
8b,221638.4,217509.40000000002,an-n ci-an t-ci mc-ci cn-mc rt-ci,INL-an-n INL-ci-an n HJ-an ci n-t INL-mc-an ci n t INL-cn-an ci mc n t INL-an ci cn mc n t-rt
8b,119685.40000000001,44720.799999999996,n-ci t-ci an-n mc-ci cn-mc rt-ci,HJ-ci-n HJ-ci n-t INL-an-ci n t INL-mc-an ci n t INL-cn-an ci mc n t INL-an ci cn mc n t-rt
8b,104.6,19162.600000000002,ci-t rt-ci an-ci n-ci mc-ci cn-mc,INL-ci-t INL-ci t-rt INL-an-ci rt t INL-n-an ci rt t INL-mc-an ci n rt t INL-cn-an ci mc n rt t
8b,276.20000000000005,2397.3999999999996,t-mc ci-t an-ci rt-ci cn-mc n-ci,HJ-mc-t INL-ci-mc t INL-an-ci mc t INL-an ci mc t-rt INL-cn-an ci mc rt t INL-n-an ci cn mc rt t
8b,2710.0,18946.800000000003,mc-cn t-mc ci-mc an-ci rt-ci n-ci,HJ-cn-mc HJ-t-cn mc INL-ci-cn mc t INL-an-ci cn mc t INL-an ci cn mc t-rt INL-n-an ci cn mc rt t
8b,14156.800000000001,53784.6,ci-rt t-ci an-ci n-ci mc-ci cn-mc,INL-ci-rt HJ-ci rt-t INL-an-ci rt t INL-n-an ci rt t INL-mc-an ci n rt t INL-cn-an ci mc n rt t
8b,413170.8,501197.2,an-ci t-ci rt-ci n-an mc-ci cn-mc,INL-an-ci HJ-an ci-t HJ-an ci t-rt INL-n-an ci rt t INL-mc-an ci n rt t INL-cn-an ci mc n rt t
8b,2380.7999999999997,40549.4,ci-mc rt-ci cn-mc an-ci t-ci n-ci,INL-ci-mc HJ-ci mc-rt INL-cn-ci mc rt INL-an-ci cn mc rt INL-t-an ci cn mc rt INL-n-an ci cn mc rt t
8c,141282515.0,64831730.199999996,an-n ci-an rt-ci t-ci mc-ci cn-mc,HJ-n-an HJ-ci-an n HJ-an ci n-rt HJ-an ci n rt-t HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8c,93944933.60000001,70522767.2,n-ci rt-ci t-ci an-n mc-ci cn-mc,HJ-ci-n HJ-ci n-rt INL-ci n rt-t HJ-ci n rt t-an HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8c,91977918.80000001,68555752.4,ci-t rt-ci n-ci an-ci mc-ci cn-mc,HJ-ci-t HJ-ci t-rt INL-n-ci rt t HJ-ci n rt t-an HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8c,65245922.4,57168787.0,t-mc cn-mc ci-t rt-ci n-ci an-ci,INL-mc-t HJ-mc t-cn HJ-ci-cn mc t HJ-ci cn mc t-rt INL-n-ci cn mc rt t HJ-ci cn mc n rt t-an
8c,61916142.4,54258125.0,mc-cn t-mc ci-mc rt-ci n-ci an-ci,HJ-mc-cn INL-t-cn mc HJ-ci-cn mc t HJ-ci cn mc t-rt INL-n-ci cn mc rt t HJ-ci cn mc n rt t-an
8c,54511816.599999994,34735320.0,ci-rt t-ci n-ci an-ci mc-ci cn-mc,INL-ci-rt INL-ci rt-t INL-n-ci rt t HJ-ci n rt t-an HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8c,150722231.00000003,66882994.0,an-ci rt-ci t-ci n-an mc-ci cn-mc,HJ-ci-an HJ-an ci-rt HJ-an ci rt-t HJ-an ci rt t-n HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8c,134264894.4,108629242.99999999,ci-mc rt-ci cn-mc t-ci n-ci an-ci,HJ-ci-mc HJ-ci mc-rt HJ-ci mc rt-cn INL-ci cn mc rt-t INL-n-ci cn mc rt t HJ-ci cn mc n rt t-an
8d,141282515.0,49959484.199999996,an-n ci-an rt-ci t-ci mc-ci cn-mc,HJ-n-an HJ-ci-an n HJ-an ci n-rt HJ-an ci n rt-t HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8d,93944933.60000001,51794645.6,n-ci rt-ci t-ci an-n mc-ci cn-mc,HJ-ci-n HJ-ci n-rt INL-ci n rt-t HJ-ci n rt t-an HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8d,91977918.80000001,49827630.800000004,ci-t rt-ci n-ci an-ci mc-ci cn-mc,HJ-ci-t HJ-ci t-rt INL-n-ci rt t HJ-ci n rt t-an HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8d,65245922.4,49190214.4,t-mc cn-mc ci-t rt-ci n-ci an-ci,INL-mc-t HJ-mc t-cn HJ-ci-cn mc t HJ-ci cn mc t-rt INL-n-ci cn mc rt t HJ-ci cn mc n rt t-an
8d,61916142.4,46279552.4,mc-cn t-mc ci-mc rt-ci n-ci an-ci,HJ-mc-cn INL-t-cn mc HJ-ci-cn mc t HJ-ci cn mc t-rt INL-n-ci cn mc rt t HJ-ci cn mc n rt t-an
8d,54511816.599999994,11102118.4,ci-rt t-ci n-ci an-ci mc-ci cn-mc,INL-ci-rt INL-ci rt-t INL-n-ci rt t HJ-ci n rt t-an HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8d,150722231.00000003,47761232.0,an-ci rt-ci t-ci n-an mc-ci cn-mc,HJ-ci-an HJ-an ci-rt HJ-an ci rt-t HJ-an ci rt t-n HJ-an ci n rt t-mc HJ-an ci mc n rt t-cn
8d,134264894.4,93624168.39999999,ci-mc rt-ci cn-mc t-ci n-ci an-ci,HJ-ci-mc HJ-ci mc-rt HJ-ci mc rt-cn INL-ci cn mc rt-t INL-n-ci cn mc rt t HJ-ci cn mc n rt t-an
9a,1690283.4,1630763.8,ci-t n-ci rt-ci chn-ci mc-ci an-ci cn-mc,HJ-t-ci HJ-ci t-n HJ-ci n t-rt INL-chn-ci n rt t INL-mc-chn ci n rt t INL-an-chn ci mc n rt t INL-cn-an chn ci mc n rt t
9a,920016.7999999999,1640733.8,t-mc cn-mc ci-t n-ci rt-ci an-ci chn-ci,INL-t-mc HJ-mc t-cn INL-ci-cn mc t HJ-ci cn mc t-n INL-ci cn mc n t-rt INL-an-ci cn mc n rt t INL-chn-an ci cn mc n rt t
9a,672171.9999999999,1205598.0,ci-mc n-ci rt-ci an-ci cn-mc chn-ci t-ci,INL-ci-mc HJ-ci mc-n HJ-ci mc n-rt INL-an-ci mc n rt INL-cn-an ci mc n rt INL-chn-an ci cn mc n rt INL-t-an chn ci cn mc n rt
9a,459334.4,1777828.6,mc-cn ci-mc n-ci rt-ci an-ci chn-ci t-mc,INL-mc-cn INL-ci-cn mc HJ-ci cn mc-n HJ-ci cn mc n-rt INL-an-ci cn mc n rt INL-chn-an ci cn mc n rt INL-t-an chn ci cn mc n rt
9a,149337.40000000002,462483.19999999995,ci-rt n-ci chn-ci t-ci mc-ci an-ci cn-mc,INL-ci-rt HJ-ci rt-n INL-chn-ci n rt INL-t-chn ci n rt INL-mc-chn ci n rt t INL-an-chn ci mc n rt t INL-cn-an chn ci mc n rt t
9a,179200.40000000002,187045.2,n-ci rt-ci chn-ci t-ci mc-ci an-n cn-mc,HJ-ci-n HJ-ci n-rt INL-chn-ci n rt INL-t-chn ci n rt INL-mc-chn ci n rt t INL-an-chn ci mc n rt t INL-cn-an chn ci mc n rt t
9a,1969666.4,2532303.0000000005,chn-ci n-ci rt-ci t-ci mc-ci an-ci cn-mc,INL-chn-ci HJ-chn ci-n HJ-chn ci n-rt INL-t-chn ci n rt INL-mc-chn ci n rt t INL-an-chn ci mc n rt t INL-cn-an chn ci mc n rt t
9a,334.4,195724.40000000002,an-n ci-an rt-ci chn-ci t-ci mc-ci cn-mc,INL-an-n INL-ci-an n HJ-an ci n-rt INL-chn-an ci n rt INL-t-an chn ci n rt INL-mc-an chn ci n rt t INL-cn-an chn ci mc n rt t
9a,3351744.0000000005,3039050.8000000003,an-ci n-an rt-ci chn-ci t-ci mc-ci cn-mc,HJ-an-ci HJ-an ci-n HJ-an ci n-rt INL-chn-an ci n rt INL-t-an chn ci n rt INL-mc-an chn ci n rt t INL-cn-an chn ci mc n rt t
9b,916139.7999999999,912266.6,ci-t n-ci rt-ci an-ci chn-ci mc-ci cn-mc,HJ-ci-t HJ-ci t-n HJ-ci n t-rt INL-an-ci n rt t INL-chn-an ci n rt t INL-mc-an chn ci n rt t INL-cn-an chn ci mc n rt t
