query_name,est_cost,true_cost,plan,physical_plan
1c,276828.4,276828.4,it-mi_idx mc-mi_idx ct-mc mc-t,HJ-mi_idx-it INL-mc-it mi_idx HJ-it mc mi_idx-ct INL-t-ct it mc mi_idx
1d,276199.4,276199.4,it-mi_idx mi_idx-t mc-mi_idx ct-mc,HJ-mi_idx-it INL-t-it mi_idx INL-mc-it mi_idx t HJ-it mc mi_idx t-ct
1d,684366.0,684366.0,ct-mc it-mi_idx mc-mi_idx mc-t,HJ-mc-ct HJ-mi_idx-it HJ-ct mc-it mi_idx INL-t-ct it mc mi_idx
1d,2596517.0000000005,2596517.0000000005,mi_idx-t it-mi_idx mc-mi_idx ct-mc,HJ-t-mi_idx HJ-mi_idx t-it INL-mc-it mi_idx t HJ-it mc mi_idx t-ct
1d,4325848.0,4325848.0,mc-mi_idx it-mi_idx ct-mc mc-t,HJ-mi_idx-mc HJ-mc mi_idx-it HJ-it mc mi_idx-ct INL-t-ct it mc mi_idx
1d,2865703.6000000006,2865703.6000000006,mc-t ct-mc it-mi_idx mc-mi_idx,HJ-t-mc HJ-mc t-ct HJ-mi_idx-it HJ-ct mc t-it mi_idx
2a,1974253.0,1974253.0,cn-mc mc-t k-mk mc-mk,HJ-mc-cn INL-t-cn mc HJ-mk-k HJ-cn mc t-k mk
2a,1346975.2000000002,1346975.2000000002,k-mk mk-t mc-mk cn-mc,HJ-mk-k INL-t-k mk INL-mc-k mk t HJ-k mc mk t-cn
2a,8821199.6,8821199.6,mk-t k-mk mc-mk cn-mc,HJ-mk-t HJ-mk t-k INL-mc-k mk t HJ-k mc mk t-cn
2a,6896247.0,6896247.0,mc-t cn-mc k-mk mc-mk,INL-mc-t HJ-mc t-cn HJ-mk-k HJ-cn mc t-k mk
2a,39083164.0,39083164.0,mc-mk k-mk cn-mc mc-t,HJ-mk-mc HJ-mc mk-k HJ-k mc mk-cn INL-t-cn k mc mk
2b,1687559.0,1687559.0,cn-mc mc-t k-mk mc-mk,HJ-mc-cn INL-t-cn mc HJ-mk-k HJ-cn mc t-k mk
2b,1335447.2000000002,1335447.2000000002,k-mk mk-t mc-mk cn-mc,HJ-mk-k INL-t-k mk INL-mc-k mk t HJ-k mc mk t-cn
2b,8809671.6,8809671.6,mk-t k-mk mc-mk cn-mc,HJ-mk-t HJ-mk t-k INL-mc-k mk t HJ-k mc mk t-cn
2b,6792997.0,6792997.0,mc-t cn-mc k-mk mc-mk,INL-mc-t HJ-mc t-cn HJ-mk-k HJ-cn mc t-k mk
2b,39066424.0,39066424.0,mc-mk k-mk cn-mc mc-t,HJ-mk-mc HJ-mc mk-k HJ-k mc mk-cn INL-t-cn k mc mk
2c,526354.6,526354.6,cn-mc mc-t mc-mk k-mk,HJ-mc-cn INL-t-cn mc INL-mk-cn mc t HJ-cn mc mk t-k
2c,1327598.8000000003,1327598.8000000003,k-mk mk-t mc-mk cn-mc,HJ-mk-k INL-t-k mk INL-mc-k mk t HJ-k mc mk t-cn
2c,8801823.2,8801823.2,mk-t k-mk mc-mk cn-mc,HJ-mk-t HJ-mk t-k INL-mc-k mk t HJ-k mc mk t-cn
2c,5743836.6,5743836.6,mc-t cn-mc mc-mk k-mk,INL-mc-t HJ-mc t-cn INL-mk-cn mc t HJ-cn mc mk t-k
2c,38901163.6,38901163.6,mc-mk cn-mc k-mk mc-t,HJ-mk-mc HJ-mc mk-cn HJ-cn mc mk-k INL-t-cn k mc mk
2d,1497538.8000000003,1497538.8000000003,k-mk mk-t mc-mk cn-mc,HJ-mk-k INL-t-k mk INL-mc-k mk t HJ-k mc mk t-cn
2d,2917898.6,2917898.6,cn-mc k-mk mk-t mc-mk,HJ-mc-cn HJ-mk-k INL-t-k mk HJ-cn mc-k mk t
2d,8971763.2,8971763.2,mk-t k-mk mc-mk cn-mc,HJ-mk-t HJ-mk t-k INL-mc-k mk t HJ-k mc mk t-cn
2d,7047230.6,7047230.6,mc-t k-mk mc-mk cn-mc,INL-mc-t HJ-mk-k HJ-mc t-k mk HJ-k mc mk t-cn
2d,39354691.6,39354691.6,mc-mk k-mk cn-mc mc-t,HJ-mk-mc HJ-mc mk-k HJ-k mc mk-cn INL-t-cn k mc mk
3a,769885.4,769885.4,mi-t mi-mk k-mk,HJ-t-mi INL-mk-mi t HJ-mi mk t-k
3a,947207.0,947207.0,k-mk mi-mk mi-t,HJ-mk-k INL-mi-k mk INL-t-k mi mk
3a,1706795.4,1706795.4,mi-mk k-mk mi-t,HJ-mk-mi HJ-mi mk-k INL-t-k mi mk
3a,3380122.0,3380122.0,mk-t k-mk mi-mk,HJ-mk-t HJ-mk t-k INL-mi-k mk t
3b,83184.40000000001,83184.40000000001,mi-t mi-mk k-mk,HJ-t-mi INL-mk-mi t HJ-mi mk t-k
3b,920579.2,920579.2,k-mk mi-mk mi-t,HJ-mk-k HJ-k mk-mi INL-t-k mi mk
3b,915200.2000000001,915200.2000000001,mi-mk k-mk mi-t,HJ-mk-mi HJ-mi mk-k INL-t-k mi mk
3b,1675570.2000000002,1675570.2000000002,mk-t k-mk mi-mk,HJ-mk-t HJ-mk t-k INL-mi-k mk t
3c,968001.0,968001.0,k-mk mi-mk mi-t,HJ-mk-k INL-mi-k mk INL-t-k mi mk
3c,2612178.8,2612178.8,mi-t k-mk mi-mk,HJ-t-mi HJ-mk-k HJ-mi t-k mk
3c,5850209.4,5850209.4,mi-mk k-mk mi-t,HJ-mk-mi HJ-mi mk-k INL-t-k mi mk
3c,5769952.4,5769952.4,mk-t k-mk mi-mk,HJ-mk-t HJ-mk t-k INL-mi-k mk t
4a,43624.4,43624.4,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4a,235730.40000000002,235730.40000000002,mi_idx-t it-mi_idx mi_idx-mk k-mk,HJ-t-mi_idx HJ-mi_idx t-it INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4a,960903.4,960903.4,mi_idx-mk k-mk it-mi_idx mi_idx-t,HJ-mk-mi_idx HJ-mi_idx mk-k HJ-k mi_idx mk-it INL-t-it k mi_idx mk
4a,3379403.4000000004,3379403.4000000004,mk-t k-mk mi_idx-mk it-mi_idx,HJ-mk-t HJ-mk t-k HJ-mi_idx-k mk t HJ-k mi_idx mk t-it
4a,934145.4,934145.4,k-mk it-mi_idx mi_idx-mk mi_idx-t,HJ-mk-k HJ-mi_idx-it HJ-k mk-it mi_idx INL-t-it k mi_idx mk
4b,1036.2,1036.2,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4b,79245.4,79245.4,mi_idx-t it-mi_idx mi_idx-mk k-mk,HJ-t-mi_idx HJ-mi_idx t-it INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4b,908002.2,908002.2,mi_idx-mk k-mk it-mi_idx mi_idx-t,HJ-mk-mi_idx HJ-mi_idx mk-k HJ-k mi_idx mk-it INL-t-it k mi_idx mk
4b,1674949.4000000001,1674949.4000000001,mk-t it-mi_idx k-mk mi_idx-mk,HJ-mk-t HJ-mi_idx-it HJ-mk t-k HJ-k mk t-it mi_idx
4b,918018.2,918018.2,k-mk it-mi_idx mi_idx-mk mi_idx-t,HJ-mk-k HJ-mi_idx-it HJ-k mk-it mi_idx INL-t-it k mi_idx mk
4c,9295.6,9295.6,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4c,358570.00000000006,358570.00000000006,mi_idx-t it-mi_idx mi_idx-mk k-mk,HJ-t-mi_idx HJ-mi_idx t-it INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4c,910287.6,910287.6,mi_idx-mk k-mk it-mi_idx mi_idx-t,HJ-mk-mi_idx HJ-mi_idx mk-k HJ-k mi_idx mk-it INL-t-it k mi_idx mk
4c,5751758.0,5751758.0,mk-t it-mi_idx mi_idx-mk k-mk,HJ-mk-t HJ-mi_idx-it HJ-mk t-it mi_idx HJ-it mi_idx mk t-k
4c,920718.6,920718.6,k-mk it-mi_idx mi_idx-mk mi_idx-t,HJ-mk-k HJ-mi_idx-it HJ-k mk-it mi_idx INL-t-it k mi_idx mk
5a,600732.2,600732.2,it-mi mc-mi ct-mc mc-t,HJ-mi-it INL-mc-it mi HJ-it mc mi-ct INL-t-ct it mc mi
5a,783274.2,783274.2,ct-mc it-mi mc-mi mc-t,HJ-mc-ct HJ-mi-it HJ-it mi-ct mc INL-t-ct it mc mi
5a,688252.2,688252.2,mc-mi ct-mc it-mi mc-t,HJ-mc-mi HJ-mc mi-ct HJ-ct mc mi-it INL-t-ct it mc mi
5a,2014985.2,2014985.2,mc-t ct-mc mc-mi it-mi,HJ-mc-t HJ-mc t-ct HJ-mi-ct mc t HJ-ct mc mi t-it
5a,628770.2,628770.2,mi-t it-mi mc-mi ct-mc,HJ-t-mi HJ-mi t-it INL-mc-it mi t HJ-it mc mi t-ct
5b,94350.80000000002,94350.80000000002,ct-mc mc-mi it-mi mc-t,HJ-mc-ct INL-mi-ct mc HJ-ct mc mi-it INL-t-ct it mc mi
5b,589407.3999999999,589407.3999999999,mc-t ct-mc mc-mi it-mi,HJ-mc-t HJ-mc t-ct INL-mi-ct mc t INL-it-ct mc mi t
5b,994213.7999999999,994213.7999999999,mc-mi ct-mc it-mi mc-t,HJ-mi-mc HJ-mc mi-ct HJ-ct mc mi-it INL-t-ct it mc mi
5b,836830.0,836830.0,mi-t it-mi ct-mc mc-mi,HJ-mi-t HJ-mi t-it HJ-mc-ct HJ-it mi t-ct mc
5b,756880.8,756880.8,it-mi ct-mc mc-mi mc-t,HJ-mi-it HJ-mc-ct HJ-it mi-ct mc INL-t-ct it mc mi
5c,63729.4,63729.4,ct-mc mc-mi it-mi mc-t,HJ-mc-ct INL-mi-ct mc HJ-ct mc mi-it INL-t-ct it mc mi
5c,793911.7999999999,793911.7999999999,mc-mi ct-mc it-mi mc-t,HJ-mi-mc HJ-mc mi-ct HJ-ct mc mi-it INL-t-ct it mc mi
5c,813167.7999999999,813167.7999999999,mc-t ct-mc mc-mi it-mi,HJ-t-mc HJ-mc t-ct INL-mi-ct mc t HJ-ct mc mi t-it
5c,1736401.2000000002,1736401.2000000002,mi-t ct-mc mc-mi it-mi,HJ-t-mi HJ-mc-ct HJ-mi t-ct mc HJ-ct mc mi t-it
5c,910931.8,910931.8,it-mi ct-mc mc-mi mc-t,HJ-mi-it HJ-mc-ct HJ-it mi-ct mc INL-t-ct it mc mi
6a,907285.6000000001,907285.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6a,1676787.8,1676787.8,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6a,13656556.6,13656556.6,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6a,228444325.4,228444325.4,ci-mk k-mk ci-n ci-t,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-n INL-t-ci k mk n
6a,7252724.4,7252724.4,ci-n ci-t ci-mk k-mk,HJ-ci-n INL-t-ci n INL-mk-ci n t HJ-ci mk n t-k
6b,907191.6000000001,907191.6000000001,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6b,941685.6000000001,941685.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k HJ-k mk-t INL-ci-k mk t HJ-ci k mk t-n
6b,7252556.4,7252556.4,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6b,228453463.4,228453463.4,ci-mk ci-n k-mk ci-t,HJ-ci-mk HJ-ci mk-n HJ-ci mk n-k HJ-t-ci k mk n
6b,7249943.399999999,7249943.399999999,ci-n ci-t ci-mk k-mk,HJ-ci-n HJ-ci n-t INL-mk-ci n t HJ-ci mk n t-k
6c,904899.6000000001,904899.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6c,906439.2000000001,906439.2000000001,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6c,7252538.000000001,7252538.000000001,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6c,228444325.4,228444325.4,ci-mk k-mk ci-n ci-t,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-n INL-t-ci k mk n
6c,7249925.0,7249925.0,ci-n ci-t ci-mk k-mk,HJ-ci-n HJ-ci n-t INL-mk-ci n t HJ-ci mk n t-k
6d,2582484.0,2582484.0,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6d,6118128.6,6118128.6,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6d,30252142.4,30252142.4,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6d,228453475.8,228453475.8,ci-mk ci-n k-mk ci-t,HJ-ci-mk HJ-ci mk-n HJ-ci mk n-k INL-t-ci k mk n
6d,7260830.8,7260830.8,ci-n ci-t ci-mk k-mk,HJ-ci-n INL-t-ci n INL-mk-ci n t HJ-ci mk n t-k
6e,907285.6000000001,907285.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6e,4535378.2,4535378.2,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6e,30252051.999999996,30252051.999999996,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6e,228444325.4,228444325.4,ci-mk k-mk ci-n ci-t,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-n INL-t-ci k mk n
6e,7260740.4,7260740.4,ci-n ci-t ci-mk k-mk,HJ-ci-n INL-t-ci n INL-mk-ci n t HJ-ci mk n t-k
6f,4153347.6,4153347.6,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t INL-n-ci k mk t
6f,7688992.199999999,7688992.199999999,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t INL-n-ci k mk t
6f,33573655.0,33573655.0,ci-t k-mk ci-mk ci-n,HJ-ci-t HJ-mk-k HJ-ci t-k mk INL-n-ci k mk t
6f,234021551.0,234021551.0,ci-mk k-mk ci-t ci-n,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-t INL-n-ci k mk t
6f,50305283.6,50305283.6,ci-n k-mk mk-t ci-mk,HJ-ci-n HJ-mk-k INL-t-k mk HJ-ci n-k mk t
8a,46113.399999999994,46113.399999999994,ci-n ci-rt ci-mc ci-t cn-mc an-ci,HJ-ci-n HJ-ci n-rt INL-mc-ci n rt INL-t-ci mc n rt INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,111887.2,111887.2,cn-mc ci-n ci-rt ci-mc ci-t an-ci,HJ-mc-cn HJ-ci-n HJ-ci n-rt HJ-cn mc-ci n rt INL-t-ci cn mc n rt INL-an-ci cn mc n rt t
8a,80023.4,80023.4,ci-rt ci-n ci-mc ci-t cn-mc an-ci,HJ-ci-rt HJ-ci rt-n INL-mc-ci n rt INL-t-ci mc n rt INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,116710.79999999999,116710.79999999999,ci-mc ci-rt ci-n ci-t cn-mc an-ci,HJ-ci-mc HJ-ci mc-rt HJ-n-ci mc rt INL-t-ci mc n rt INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,219689.00000000003,219689.00000000003,an-n an-ci ci-rt ci-mc ci-t cn-mc,HJ-an-n INL-ci-an n HJ-an ci n-rt INL-mc-an ci n rt INL-t-an ci mc n rt INL-cn-an ci mc n rt t
8a,737887.7999999999,737887.7999999999,ci-t ci-n ci-rt ci-mc cn-mc an-ci,HJ-t-ci HJ-ci t-n HJ-ci n t-rt INL-mc-ci n rt t INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,530588.9999999999,530588.9999999999,an-ci an-n ci-rt ci-mc ci-t cn-mc,HJ-an-ci HJ-an ci-n HJ-an ci n-rt INL-mc-an ci n rt INL-t-an ci mc n rt INL-cn-an ci mc n rt t
8a,658916.2,658916.2,mc-t ci-n ci-rt ci-mc cn-mc an-ci,HJ-t-mc HJ-ci-n HJ-ci n-rt HJ-mc t-ci n rt INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8b,2066.4,2066.4,mc-t cn-mc ci-mc ci-rt an-ci an-n,HJ-mc-t INL-cn-mc t INL-ci-cn mc t HJ-ci cn mc t-rt INL-an-ci cn mc rt t INL-n-an ci cn mc rt t
8b,18655.800000000003,18655.800000000003,cn-mc mc-t ci-mc ci-rt an-ci an-n,HJ-mc-cn HJ-cn mc-t INL-ci-cn mc t HJ-ci cn mc t-rt INL-an-ci cn mc rt t INL-n-an ci cn mc rt t
8b,44707.799999999996,44707.799999999996,ci-n ci-t ci-rt ci-mc cn-mc an-ci,HJ-ci-n HJ-ci n-t HJ-ci n t-rt INL-mc-ci n rt t INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8b,31989.400000000005,31989.400000000005,ci-mc ci-t ci-rt an-ci an-n cn-mc,HJ-ci-mc HJ-ci mc-t HJ-ci mc t-rt INL-an-ci mc rt t INL-n-an ci mc rt t INL-cn-an ci mc n rt t
8b,19162.600000000002,19162.600000000002,ci-t ci-rt an-ci an-n ci-mc cn-mc,HJ-ci-t HJ-ci t-rt INL-an-ci rt t INL-n-an ci rt t INL-mc-an ci n rt t INL-cn-an ci mc n rt t
8b,53784.6,53784.6,ci-rt ci-t an-ci an-n ci-mc cn-mc,HJ-ci-rt HJ-ci rt-t INL-an-ci rt t INL-n-an ci rt t INL-mc-an ci n rt t INL-cn-an ci mc n rt t
8b,501197.2,501197.2,an-ci ci-t ci-rt an-n ci-mc cn-mc,HJ-an-ci HJ-an ci-t HJ-an ci t-rt INL-n-an ci rt t INL-mc-an ci n rt t INL-cn-an ci mc n rt t
8b,211392.20000000004,211392.20000000004,an-n mc-t cn-mc ci-mc ci-rt an-ci,HJ-an-n HJ-mc-t INL-cn-mc t INL-ci-cn mc t HJ-ci cn mc t-rt HJ-an n-ci cn mc rt t
8c,23392707.2,23392707.2,cn-mc mc-t an-n ci-rt ci-mc an-ci,HJ-mc-cn INL-t-cn mc HJ-n-an HJ-ci-rt HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8c,23392707.2,23392707.2,an-n cn-mc mc-t ci-rt ci-mc an-ci,HJ-n-an HJ-mc-cn INL-t-cn mc HJ-ci-rt HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8c,23392707.2,23392707.2,ci-rt cn-mc mc-t an-n ci-mc an-ci,HJ-ci-rt HJ-mc-cn INL-t-cn mc HJ-n-an HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8c,62001856.2,62001856.2,ci-n cn-mc mc-t ci-rt ci-mc an-ci,HJ-ci-n HJ-mc-cn INL-t-cn mc HJ-ci n-rt HJ-ci n rt-cn mc t HJ-ci cn mc n rt t-an
8c,26303369.2,26303369.2,mc-t cn-mc an-n ci-rt ci-mc an-ci,INL-mc-t HJ-mc t-cn HJ-n-an HJ-ci-rt HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8c,60363429.6,60363429.6,ci-t cn-mc ci-rt an-n ci-mc an-ci,HJ-ci-t HJ-mc-cn HJ-ci t-rt HJ-n-an HJ-ci rt t-cn mc HJ-ci cn mc rt t-an n
8c,59793361.0,59793361.0,an-ci cn-mc mc-t ci-rt ci-mc an-n,HJ-ci-an HJ-mc-cn INL-t-cn mc HJ-an ci-rt HJ-an ci rt-cn mc t INL-n-an ci cn mc rt t
8c,108358017.19999999,108358017.19999999,ci-mc an-n ci-rt cn-mc an-ci ci-t,HJ-ci-mc HJ-n-an HJ-ci mc-rt HJ-ci mc rt-cn HJ-ci cn mc rt-an n INL-t-an ci cn mc n rt
8d,15464097.2,15464097.2,cn-mc mc-t an-n ci-rt an-ci ci-mc,HJ-mc-cn INL-t-cn mc HJ-n-an HJ-ci-rt HJ-an n-ci rt HJ-cn mc t-an ci n rt
8d,15464097.2,15464097.2,an-n cn-mc mc-t ci-rt an-ci ci-mc,HJ-n-an HJ-mc-cn INL-t-cn mc HJ-ci-rt HJ-an n-ci rt HJ-cn mc t-an ci n rt
8d,10872370.4,10872370.4,ci-rt an-ci an-n ci-t ci-mc cn-mc,HJ-ci-rt INL-an-ci rt INL-n-an ci rt INL-t-an ci n rt HJ-mc-an ci n rt t HJ-an ci mc n rt t-cn
8d,51679771.6,51679771.6,ci-n ci-rt an-ci ci-t ci-mc cn-mc,HJ-ci-n HJ-ci n-rt INL-an-ci n rt INL-t-an ci n rt HJ-mc-an ci n rt t HJ-an ci mc n rt t-cn
8d,18374759.2,18374759.2,mc-t cn-mc an-n ci-rt an-ci ci-mc,INL-mc-t HJ-mc t-cn HJ-n-an HJ-ci-rt HJ-an n-ci rt HJ-cn mc t-an ci n rt
8d,49712756.800000004,49712756.800000004,ci-t ci-rt an-ci an-n ci-mc cn-mc,HJ-ci-t HJ-ci t-rt INL-an-ci rt t INL-n-an ci rt t HJ-mc-an ci n rt t HJ-an ci mc n rt t-cn
8d,47761232.0,47761232.0,an-ci ci-rt an-n ci-t ci-mc cn-mc,HJ-ci-an HJ-an ci-rt INL-n-an ci rt INL-t-an ci n rt HJ-mc-an ci n rt t HJ-an ci mc n rt t-cn
8d,93624168.39999999,93624168.39999999,ci-mc ci-rt cn-mc ci-n ci-t an-ci,HJ-ci-mc HJ-ci mc-rt HJ-ci mc rt-cn INL-n-ci cn mc rt INL-t-ci cn mc n rt INL-an-ci cn mc n rt t
9a,187199.2,187199.2,ci-n ci-rt an-ci chn-ci ci-mc ci-t cn-mc,HJ-ci-n HJ-ci n-rt INL-an-ci n rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9a,196162.40000000002,196162.40000000002,an-n an-ci ci-rt chn-ci ci-mc ci-t cn-mc,HJ-an-n INL-ci-an n HJ-an ci n-rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9a,462637.19999999995,462637.19999999995,ci-rt ci-n an-ci chn-ci ci-mc ci-t cn-mc,HJ-ci-rt HJ-ci rt-n INL-an-ci n rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9a,947793.6,947793.6,cn-mc ci-n ci-rt ci-mc chn-ci ci-t an-ci,HJ-mc-cn HJ-ci-n HJ-ci n-rt HJ-cn mc-ci n rt INL-chn-ci cn mc n rt INL-t-chn ci cn mc n rt INL-an-chn ci cn mc n rt t
9a,1282404.5999999999,1282404.5999999999,mc-t ci-n ci-rt ci-mc an-ci chn-ci cn-mc,HJ-t-mc HJ-ci-n HJ-ci n-rt HJ-mc t-ci n rt INL-an-ci mc n rt t INL-chn-an ci mc n rt t INL-cn-an chn ci mc n rt t
9a,1204590.0,1204590.0,ci-mc ci-n ci-rt chn-ci ci-t an-ci cn-mc,HJ-ci-mc HJ-ci mc-n HJ-ci mc n-rt INL-chn-ci mc n rt INL-t-chn ci mc n rt INL-an-chn ci mc n rt t INL-cn-an chn ci mc n rt t
9a,2533023.0000000005,2533023.0000000005,chn-ci ci-n ci-rt an-ci ci-mc ci-t cn-mc,HJ-chn-ci HJ-chn ci-n HJ-chn ci n-rt INL-an-chn ci n rt INL-mc-an chn ci n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9a,1630525.8,1630525.8,ci-t ci-n ci-rt an-ci chn-ci ci-mc cn-mc,HJ-t-ci HJ-ci t-n HJ-ci n t-rt INL-an-ci n rt t INL-chn-an ci n rt t INL-mc-an chn ci n rt t INL-cn-an chn ci mc n rt t
9a,3039488.8000000003,3039488.8000000003,an-ci an-n ci-rt chn-ci ci-mc ci-t cn-mc,HJ-an-ci HJ-an ci-n HJ-an ci n-rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9b,152397.6,152397.6,ci-n ci-rt an-ci chn-ci ci-mc ci-t cn-mc,HJ-ci-n HJ-ci n-rt INL-an-ci n rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
