query_name,est_cost,true_cost,plan,physical_plan
1d,2730749.2,2596517.0000000005,mi_idx-t it-mi_idx mc-mi_idx ct-mc,HJ-mi_idx-t HJ-mi_idx t-it INL-mc-it mi_idx t HJ-it mc mi_idx t-ct
1d,5799907.800000001,4325848.0,mc-mi_idx it-mi_idx ct-mc mc-t,HJ-mi_idx-mc HJ-mc mi_idx-it HJ-it mc mi_idx-ct INL-t-ct it mc mi_idx
1d,3096834.6000000006,2865703.6000000006,mc-t ct-mc it-mi_idx mc-mi_idx,HJ-t-mc HJ-mc t-ct HJ-mi_idx-it HJ-ct mc t-it mi_idx
2a,880.2,1346975.2000000002,k-mk mk-t mc-mk cn-mc,INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t
2a,640686.2,1693657.0,cn-mc k-mk mc-mk mc-t,HJ-mc-cn INL-mk-k HJ-cn mc-k mk INL-t-cn k mc mk
2a,8463469.6,8821199.6,mk-t k-mk mc-mk cn-mc,HJ-mk-t HJ-mk t-k INL-mc-k mk t INL-cn-k mc mk t
2a,5724580.600000001,6896667.0,mc-t k-mk mc-mk cn-mc,INL-mc-t INL-mk-k HJ-mc t-k mk INL-cn-k mc mk t
2a,28718713.0,39083164.0,mc-mk k-mk cn-mc mc-t,HJ-mk-mc HJ-mc mk-k INL-cn-k mc mk INL-t-cn k mc mk
2b,880.2,1335447.2000000002,k-mk mk-t mc-mk cn-mc,INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t
2b,553737.0,1585195.0,cn-mc k-mk mc-mk mc-t,HJ-mc-cn INL-mk-k HJ-cn mc-k mk INL-t-cn k mc mk
2b,8463469.6,8809671.6,mk-t k-mk mc-mk cn-mc,HJ-mk-t HJ-mk t-k INL-mc-k mk t INL-cn-k mc mk t
2b,5724580.600000001,6885139.0,mc-t k-mk mc-mk cn-mc,INL-mc-t INL-mk-k HJ-mc t-k mk INL-cn-k mc mk t
2b,28718701.0,39066424.0,mc-mk k-mk cn-mc mc-t,HJ-mk-mc HJ-mc mk-k INL-cn-k mc mk INL-t-cn k mc mk
2c,697.6,1327598.8000000003,k-mk mk-t mc-mk cn-mc,INL-mk-k INL-t-k mk INL-mc-k mk t HJ-k mc mk t-cn
2c,523862.4,1469424.6,cn-mc k-mk mc-mk mc-t,HJ-mc-cn INL-mk-k HJ-cn mc-k mk INL-t-cn k mc mk
2c,8463287.0,8801823.2,mk-t k-mk mc-mk cn-mc,HJ-mk-t HJ-mk t-k INL-mc-k mk t HJ-k mc mk t-cn
2c,5724398.000000001,6877290.6,mc-t k-mk mc-mk cn-mc,INL-mc-t INL-mk-k HJ-mc t-k mk HJ-k mc mk t-cn
2c,28718516.4,39048127.6,mc-mk k-mk cn-mc mc-t,HJ-mk-mc HJ-mc mk-k HJ-k mc mk-cn INL-t-cn k mc mk
2d,880.2,1497538.8000000003,k-mk mk-t mc-mk cn-mc,INL-mk-k INL-t-k mk INL-mc-k mk t INL-cn-k mc mk t
2d,1568356.0,2917898.6,cn-mc k-mk mk-t mc-mk,HJ-mc-cn INL-mk-k INL-t-k mk HJ-cn mc-k mk t
2d,8463469.6,8971763.2,mk-t k-mk mc-mk cn-mc,HJ-mk-t HJ-mk t-k INL-mc-k mk t INL-cn-k mc mk t
2d,5724580.600000001,7047230.6,mc-t k-mk mc-mk cn-mc,INL-mc-t INL-mk-k HJ-mc t-k mk INL-cn-k mc mk t
2d,28718831.0,39354691.6,mc-mk k-mk cn-mc mc-t,HJ-mk-mc HJ-mc mk-k INL-cn-k mc mk INL-t-cn k mc mk
3a,1172164.2000000002,1366351.4,mi-t k-mk mi-mk,INL-t-mi HJ-mk-k HJ-mi t-k mk
3a,906415.6000000001,947207.0,k-mk mi-mk mi-t,HJ-mk-k INL-mi-k mk INL-t-k mi mk
3a,2600611.2,1706795.4,mi-mk k-mk mi-t,HJ-mk-mi HJ-mi mk-k INL-t-k mi mk
3a,3934587.4,3380122.0,mk-t k-mk mi-mk,HJ-mk-t HJ-mk t-k INL-mi-k mk t
3b,2403.4,83184.40000000001,mi-t mi-mk k-mk,INL-t-mi INL-mk-mi t HJ-mi mk t-k
3b,905703.4000000001,920579.2,k-mk mi-mk mi-t,HJ-mk-k HJ-k mk-mi INL-t-k mi mk
3b,9925.4,915200.2000000001,mi-mk k-mk mi-t,INL-mk-mi HJ-mi mk-k INL-t-k mi mk
3b,2089985.6,1675570.2000000002,mk-t k-mk mi-mk,HJ-mk-t HJ-mk t-k INL-mi-k mk t
3c,907311.6000000001,959423.0,k-mk mk-t mi-mk,HJ-mk-k INL-t-k mk INL-mi-k mk t
3c,2443189.0,2612178.8,mi-t k-mk mi-mk,INL-t-mi HJ-mk-k HJ-mi t-k mk
3c,10687283.0,5850209.4,mi-mk k-mk mi-t,HJ-mk-mi HJ-mi mk-k INL-t-k mi mk
3c,6128302.199999999,5769952.4,mk-t k-mk mi-mk,HJ-mk-t HJ-mk t-k INL-mi-k mk t
4a,1918.0,43624.4,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4a,14742.000000000002,235730.40000000002,mi_idx-t it-mi_idx mi_idx-mk k-mk,INL-t-mi_idx HJ-mi_idx t-it INL-mk-it mi_idx t HJ-it mi_idx mk t-k
4a,124104.99999999999,960903.4,mi_idx-mk k-mk it-mi_idx mi_idx-t,INL-mk-mi_idx HJ-mi_idx mk-k HJ-k mi_idx mk-it INL-t-it k mi_idx mk
4a,3934589.6,3379403.4000000004,mk-t k-mk mi_idx-mk it-mi_idx,HJ-mk-t HJ-mk t-k INL-mi_idx-k mk t HJ-k mi_idx mk t-it
4a,906119.8,927025.3999999999,k-mk mi_idx-mk it-mi_idx mi_idx-t,HJ-mk-k INL-mi_idx-k mk HJ-k mi_idx mk-it INL-t-it k mi_idx mk
4b,19.6,1036.2,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t INL-k-it mi_idx mk t
4b,131.60000000000002,79245.4,mi_idx-t it-mi_idx mi_idx-mk k-mk,INL-t-mi_idx HJ-mi_idx t-it INL-mk-it mi_idx t INL-k-it mi_idx mk t
4b,1116.2,910984.2,mi_idx-mk it-mi_idx k-mk mi_idx-t,INL-mk-mi_idx HJ-mi_idx mk-it HJ-k-it mi_idx mk INL-t-it k mi_idx mk
4b,2089780.6,1674907.4000000001,mk-t it-mi_idx mi_idx-mk k-mk,HJ-mk-t HJ-mi_idx-it HJ-mk t-it mi_idx INL-k-it mi_idx mk t
4b,905257.2000000001,918018.2,k-mk it-mi_idx mi_idx-mk mi_idx-t,HJ-mk-k HJ-mi_idx-it HJ-k mk-it mi_idx INL-t-it k mi_idx mk
4c,37.2,9295.6,it-mi_idx mi_idx-t mi_idx-mk k-mk,HJ-mi_idx-it INL-t-it mi_idx INL-mk-it mi_idx t HJ-k-it mi_idx mk t
4c,149.20000000000002,358570.00000000006,mi_idx-t it-mi_idx mi_idx-mk k-mk,INL-t-mi_idx HJ-mi_idx t-it INL-mk-it mi_idx t HJ-k-it mi_idx mk t
4c,1116.2,914105.6,mi_idx-mk it-mi_idx k-mk mi_idx-t,INL-mk-mi_idx HJ-mi_idx mk-it HJ-k-it mi_idx mk INL-t-it k mi_idx mk
4c,6126817.799999999,5751758.0,mk-t it-mi_idx mi_idx-mk k-mk,HJ-mk-t HJ-mi_idx-it HJ-mk t-it mi_idx HJ-k-it mi_idx mk t
4c,905257.2000000001,920718.6,k-mk it-mi_idx mi_idx-mk mi_idx-t,HJ-mk-k HJ-mi_idx-it HJ-k mk-it mi_idx INL-t-it k mi_idx mk
5a,594159.0,783274.2,it-mi ct-mc mc-mi mc-t,HJ-mi-it HJ-mc-ct HJ-ct mc-it mi INL-t-ct it mc mi
5a,594159.0,783274.2,ct-mc it-mi mc-mi mc-t,HJ-mc-ct HJ-mi-it HJ-ct mc-it mi INL-t-ct it mc mi
5a,413275.39999999997,688252.2,mc-mi ct-mc it-mi mc-t,INL-mc-mi HJ-mc mi-ct HJ-ct mc mi-it INL-t-ct it mc mi
5a,1175091.8000000003,2014985.2,mc-t ct-mc mc-mi it-mi,HJ-t-mc HJ-mc t-ct HJ-mi-ct mc t HJ-ct mc mi t-it
5a,432012.39999999997,628770.2,mi-t it-mi mc-mi ct-mc,INL-t-mi HJ-mi t-it INL-mc-it mi t HJ-it mc mi t-ct
5b,140420.4,92478.20000000001,ct-mc mc-t mc-mi it-mi,HJ-mc-ct INL-t-ct mc INL-mi-ct mc t HJ-ct mc mi t-it
5b,276992.4,589407.3999999999,mc-t ct-mc mc-mi it-mi,HJ-t-mc HJ-mc t-ct INL-mi-ct mc t HJ-ct mc mi t-it
5b,580055.2,994213.7999999999,mc-mi ct-mc it-mi mc-t,HJ-mi-mc HJ-mc mi-ct HJ-ct mc mi-it INL-t-ct it mc mi
5b,783951.2000000001,754496.3999999999,mi-t ct-mc mc-mi it-mi,HJ-mi-t HJ-mc-ct HJ-mi t-ct mc HJ-ct mc mi t-it
5b,826286.2000000001,755781.8,it-mi ct-mc mc-t mc-mi,HJ-mi-it HJ-mc-ct INL-t-ct mc HJ-it mi-ct mc t
5c,298017.39999999997,63859.4,ct-mc mc-t mc-mi it-mi,HJ-mc-ct INL-t-ct mc INL-mi-ct mc t HJ-ct mc mi t-it
5c,546288.4,813167.7999999999,mc-t ct-mc mc-mi it-mi,INL-t-mc HJ-mc t-ct INL-mi-ct mc t HJ-ct mc mi t-it
5c,859104.7999999999,793911.7999999999,mc-mi ct-mc it-mi mc-t,HJ-mi-mc HJ-mc mi-ct HJ-ct mc mi-it INL-t-ct it mc mi
5c,1747270.8,1736401.2000000002,mi-t ct-mc mc-mi it-mi,INL-t-mi HJ-mc-ct HJ-mi t-ct mc HJ-ct mc mi t-it
5c,1078408.8,911092.8,it-mi ct-mc mc-t mc-mi,HJ-mi-it HJ-mc-ct INL-t-ct mc HJ-it mi-ct mc t
6a,905543.6000000001,907285.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-n-ci k mk t
6a,2090423.5999999999,1676787.8,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-n-ci k mk t
6a,13413363.4,13656556.6,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6a,175735348.4,228444325.4,ci-mk k-mk ci-n ci-t,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-n INL-t-ci k mk n
6a,7265368.4,7252724.4,ci-n ci-t ci-mk k-mk,HJ-ci-n INL-t-ci n INL-mk-ci n t HJ-ci mk n t-k
6b,904881.0,907191.6000000001,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t INL-n-ci k mk t
6b,905103.0000000001,941685.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k HJ-k mk-t INL-ci-k mk t INL-n-ci k mk t
6b,7249763.600000001,7252556.4,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-n-ci t INL-mk-ci n t INL-k-ci mk n t
6b,175735414.8,228457215.4,ci-mk ci-t k-mk ci-n,HJ-ci-mk HJ-ci mk-t HJ-ci mk t-k INL-n-ci k mk t
6b,7253033.600000001,7249943.399999999,ci-n ci-t ci-mk k-mk,HJ-ci-n HJ-ci n-t INL-mk-ci n t INL-k-ci mk n t
6c,904858.6000000001,904899.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k HJ-k mk-t INL-ci-k mk t INL-n-ci k mk t
6c,904872.6,906439.2000000001,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t INL-n-ci k mk t
6c,7249763.600000001,7252538.000000001,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-n-ci t INL-mk-ci n t INL-ci mk n t-k
6c,175734880.4,228444868.0,ci-mk k-mk ci-t ci-n,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-t INL-n-ci k mk t
6c,7253033.600000001,7249925.0,ci-n ci-t ci-mk k-mk,HJ-ci-n HJ-ci n-t INL-mk-ci n t INL-ci mk n t-k
6d,916707.0000000001,2582484.0,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6d,5036055.8,6118128.6,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6d,28680783.6,30252142.4,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6d,175743863.8,230007714.8,ci-mk k-mk ci-n ci-t,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-n INL-t-ci k mk n
6d,7278048.8,7260830.8,ci-n ci-t ci-mk k-mk,HJ-ci-n INL-t-ci n INL-mk-ci n t HJ-ci mk n t-k
6e,906714.6000000001,907285.6000000001,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t HJ-ci k mk t-n
6e,5026643.4,4535378.2,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t HJ-ci k mk t-n
6e,28680775.2,30252051.999999996,ci-t ci-n ci-mk k-mk,HJ-ci-t HJ-ci t-n INL-mk-ci n t HJ-ci mk n t-k
6e,175735348.4,228444325.4,ci-mk k-mk ci-n ci-t,HJ-ci-mk HJ-ci mk-k HJ-ci k mk-n INL-t-ci k mk n
6e,7278040.4,7260740.4,ci-n ci-t ci-mk k-mk,HJ-ci-n INL-t-ci n INL-mk-ci n t HJ-ci mk n t-k
6f,926805.6000000001,4153347.6,k-mk mk-t ci-mk ci-n,HJ-mk-k INL-t-k mk INL-ci-k mk t INL-n-ci k mk t
6f,5046154.399999999,7688992.199999999,mk-t k-mk ci-mk ci-n,HJ-mk-t HJ-mk t-k INL-ci-k mk t INL-n-ci k mk t
6f,29581743.200000003,33573655.0,ci-t k-mk ci-mk ci-n,HJ-ci-t HJ-mk-k HJ-ci t-k mk INL-n-ci k mk t
6f,175782248.4,235579207.0,ci-mk k-mk ci-n ci-t,HJ-ci-mk HJ-ci mk-k INL-n-ci k mk INL-t-ci k mk n
6f,49405254.6,50305283.6,ci-n k-mk mk-t ci-mk,HJ-ci-n HJ-mk-k INL-t-k mk HJ-ci n-k mk t
8a,14743.800000000001,172102.2,cn-mc ci-mc ci-rt ci-n an-ci ci-t,HJ-mc-cn INL-ci-cn mc HJ-ci cn mc-rt INL-n-ci cn mc rt INL-an-ci cn mc n rt INL-t-an ci cn mc n rt
8a,47179.0,116710.79999999999,ci-mc ci-rt ci-n ci-t cn-mc an-ci,HJ-ci-mc HJ-ci mc-rt INL-n-ci mc rt INL-t-ci mc n rt INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,26280.0,117660.8,ci-rt ci-mc ci-n ci-t cn-mc an-ci,INL-ci-rt HJ-mc-ci rt INL-n-ci mc rt INL-t-ci mc n rt INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,61099.8,775434.6,mc-t cn-mc ci-mc ci-rt ci-n an-ci,INL-t-mc HJ-mc t-cn INL-ci-cn mc t HJ-ci cn mc t-rt INL-n-ci cn mc rt t INL-an-ci cn mc n rt t
8a,120066.0,46113.399999999994,ci-n ci-rt ci-mc ci-t cn-mc an-ci,HJ-ci-n HJ-ci n-rt INL-mc-ci n rt INL-t-ci mc n rt INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,710943.4,809435.2,ci-t ci-rt ci-mc ci-n cn-mc an-ci,HJ-t-ci HJ-ci t-rt HJ-mc-ci rt t INL-n-ci mc rt t INL-cn-ci mc n rt t INL-an-ci cn mc n rt t
8a,427333.8,699905.7999999999,an-ci cn-mc ci-mc ci-rt an-n ci-t,INL-an-ci HJ-mc-cn HJ-an ci-cn mc HJ-an ci cn mc-rt INL-n-an ci cn mc rt INL-t-an ci cn mc n rt
8a,199909.6,373805.80000000005,an-n cn-mc ci-mc ci-rt an-ci ci-t,INL-an-n HJ-mc-cn INL-ci-cn mc HJ-ci cn mc-rt HJ-an n-ci cn mc rt INL-t-an ci cn mc n rt
8b,104.6,20008.600000000002,ci-t ci-mc an-ci an-n ci-rt cn-mc,INL-ci-t INL-mc-ci t INL-an-ci mc t INL-n-an ci mc t INL-an ci mc n t-rt INL-cn-an ci mc n rt t
8b,276.20000000000005,2637.3999999999996,mc-t ci-mc an-ci an-n ci-rt cn-mc,HJ-mc-t INL-ci-mc t INL-an-ci mc t INL-n-an ci mc t INL-an ci mc n t-rt INL-cn-an ci mc n rt t
8b,14156.800000000001,53784.6,ci-rt ci-t an-ci an-n ci-mc cn-mc,INL-ci-rt HJ-ci rt-t INL-an-ci rt t INL-n-an ci rt t INL-mc-an ci n rt t INL-cn-an ci mc n rt t
8b,2380.7999999999997,35055.4,ci-mc ci-rt ci-n an-ci ci-t cn-mc,INL-ci-mc HJ-ci mc-rt INL-n-ci mc rt INL-an-ci mc n rt INL-t-an ci mc n rt INL-cn-an ci mc n rt t
8b,2710.0,19222.800000000003,cn-mc mc-t ci-mc an-ci an-n ci-rt,HJ-cn-mc HJ-t-cn mc INL-ci-cn mc t INL-an-ci cn mc t INL-n-an ci cn mc t INL-an ci cn mc n t-rt
8b,119685.40000000001,44720.799999999996,ci-n ci-t an-ci ci-mc ci-rt cn-mc,HJ-ci-n HJ-ci n-t INL-an-ci n t INL-mc-an ci n t INL-an ci mc n t-rt INL-cn-an ci mc n rt t
8b,413170.8,501197.2,an-ci ci-t ci-rt an-n ci-mc cn-mc,INL-an-ci HJ-an ci-t HJ-an ci t-rt INL-n-an ci rt t INL-mc-an ci n rt t INL-cn-an ci mc n rt t
8b,185274.4,228518.40000000002,an-n ci-t an-ci ci-mc ci-rt cn-mc,INL-an-n INL-ci-t HJ-an n-ci t INL-mc-an ci n t INL-an ci mc n t-rt INL-cn-an ci mc n rt t
8c,23638756.8,23392707.2,cn-mc mc-t an-n ci-rt ci-mc an-ci,HJ-mc-cn INL-t-cn mc HJ-n-an INL-ci-rt HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8c,23638756.8,23392707.2,an-n cn-mc mc-t ci-rt ci-mc an-ci,HJ-n-an HJ-mc-cn INL-t-cn mc INL-ci-rt HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8c,23638756.8,23392707.2,ci-rt cn-mc mc-t an-n ci-mc an-ci,INL-ci-rt HJ-mc-cn INL-t-cn mc HJ-n-an HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8c,66476413.6,62001856.2,ci-n cn-mc mc-t ci-rt ci-mc an-ci,HJ-ci-n HJ-mc-cn INL-t-cn mc HJ-ci n-rt HJ-ci n rt-cn mc t HJ-ci cn mc n rt t-an
8c,26968536.8,26303369.2,mc-t cn-mc an-n ci-rt ci-mc an-ci,INL-mc-t HJ-mc t-cn HJ-n-an INL-ci-rt HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8c,65257105.0,60363429.6,ci-t cn-mc an-n ci-rt ci-mc an-ci,HJ-ci-t HJ-mc-cn HJ-n-an HJ-ci t-rt HJ-ci rt t-cn mc HJ-ci cn mc rt t-an n
8c,122992746.60000001,59793361.0,an-ci cn-mc mc-t ci-rt ci-mc an-n,HJ-ci-an HJ-mc-cn INL-t-cn mc HJ-an ci-rt HJ-an ci rt-cn mc t HJ-an ci cn mc rt t-n
8c,131228874.6,107324111.19999999,ci-mc an-n ci-rt cn-mc ci-t an-ci,HJ-ci-mc HJ-n-an HJ-ci mc-rt HJ-ci mc rt-cn INL-ci cn mc rt-t HJ-ci cn mc rt t-an n
8d,23638756.8,15597241.2,cn-mc mc-t an-n ci-rt ci-mc an-ci,HJ-mc-cn INL-t-cn mc HJ-n-an INL-ci-rt HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8d,23638756.8,15597241.2,an-n cn-mc mc-t ci-rt ci-mc an-ci,HJ-n-an HJ-mc-cn INL-t-cn mc INL-ci-rt HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8d,23638756.8,15597241.2,ci-rt cn-mc mc-t an-n ci-mc an-ci,INL-ci-rt HJ-mc-cn INL-t-cn mc HJ-n-an HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8d,66476413.6,54063588.6,ci-n cn-mc mc-t ci-rt ci-mc an-ci,HJ-ci-n HJ-mc-cn INL-t-cn mc HJ-ci n-rt HJ-ci n rt-cn mc t HJ-ci cn mc n rt t-an
8d,26968536.8,18507903.2,mc-t cn-mc an-n ci-rt ci-mc an-ci,INL-mc-t HJ-mc t-cn HJ-n-an INL-ci-rt HJ-ci rt-cn mc t HJ-ci cn mc rt t-an n
8d,65257105.0,52567963.6,ci-t cn-mc an-n ci-rt ci-mc an-ci,HJ-ci-t HJ-mc-cn HJ-n-an HJ-ci t-rt HJ-ci rt t-cn mc HJ-ci cn mc rt t-an n
8d,122992746.60000001,50239953.0,an-ci cn-mc mc-t ci-rt ci-mc an-n,HJ-ci-an HJ-mc-cn INL-t-cn mc HJ-an ci-rt HJ-an ci rt-cn mc t HJ-an ci cn mc rt t-n
8d,131228874.6,95832078.19999999,ci-mc an-n ci-rt cn-mc ci-t an-ci,HJ-ci-mc HJ-n-an HJ-ci mc-rt HJ-ci mc rt-cn INL-ci cn mc rt-t HJ-ci cn mc rt t-an n
9a,332.4,196162.40000000002,an-n an-ci ci-rt chn-ci ci-mc ci-t cn-mc,INL-an-n INL-ci-an n HJ-an ci n-rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9a,149337.40000000002,463107.19999999995,ci-rt ci-n chn-ci ci-mc an-ci ci-t cn-mc,INL-ci-rt HJ-ci rt-n INL-chn-ci n rt INL-mc-chn ci n rt INL-an-chn ci mc n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9a,179200.40000000002,187669.2,ci-n ci-rt chn-ci ci-mc an-ci ci-t cn-mc,HJ-ci-n HJ-ci n-rt INL-chn-ci n rt INL-mc-chn ci n rt INL-an-chn ci mc n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9a,238430.40000000002,957808.8,cn-mc an-n an-ci ci-rt ci-mc chn-ci ci-t,INL-mc-cn INL-an-n INL-ci-an n HJ-an ci n-rt HJ-cn mc-an ci n rt INL-chn-an ci cn mc n rt INL-t-an chn ci cn mc n rt
9a,672171.9999999999,1205162.0,ci-mc ci-n ci-rt an-ci chn-ci ci-t cn-mc,INL-ci-mc HJ-ci mc-n HJ-ci mc n-rt INL-an-ci mc n rt INL-chn-an ci mc n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9a,672361.9999999999,1292244.7999999998,mc-t an-n an-ci ci-rt ci-mc chn-ci cn-mc,INL-t-mc INL-an-n INL-ci-an n HJ-an ci n-rt HJ-mc t-an ci n rt INL-chn-an ci mc n rt t INL-cn-an chn ci mc n rt t
9a,1969666.4,2532927.0000000005,chn-ci ci-n ci-rt ci-mc an-ci ci-t cn-mc,INL-chn-ci HJ-chn ci-n HJ-chn ci n-rt INL-mc-chn ci n rt INL-an-chn ci mc n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9a,1690283.4,1630763.8,ci-t ci-n ci-rt chn-ci ci-mc an-ci cn-mc,HJ-t-ci HJ-ci t-n HJ-ci n t-rt INL-chn-ci n rt t INL-mc-chn ci n rt t INL-an-chn ci mc n rt t INL-cn-an chn ci mc n rt t
9a,3351742.0000000005,3039488.8000000003,an-ci an-n ci-rt chn-ci ci-mc ci-t cn-mc,HJ-an-ci HJ-an ci-n HJ-an ci n-rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9b,311.4,192241.60000000003,an-n an-ci ci-rt chn-ci ci-mc ci-t cn-mc,INL-an-n INL-ci-an n HJ-an ci n-rt INL-chn-an ci n rt INL-mc-an chn ci n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
9b,124364.4,374662.60000000003,ci-rt ci-n chn-ci ci-mc an-ci ci-t cn-mc,INL-ci-rt HJ-ci rt-n INL-chn-ci n rt INL-mc-chn ci n rt INL-an-chn ci mc n rt INL-t-an chn ci mc n rt INL-cn-an chn ci mc n rt t
